"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.756183588020309,0.770361606322554,0.756183588020309,0.756183588020309,0.756183588020309,0.756183588020309,0.756183588020309,0.771746905796172,0.756183588020309,0.756183588020309
"2",0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172,0.771746905796172
"3",0.787626015605173,0.787626015605173,0.771746905796172,0.787626015605173,0.789482850584064,0.787626015605173,0.787626015605173,0.803816784055339,0.784831955225783,0.787626015605173
"4",0.80210295330082,0.789482850584064,0.80210295330082,0.80210295330082,0.805835850444764,0.80210295330082,0.80210295330082,0.791646385463495,0.80210295330082,0.818438847601335
"5",0.835079091543376,0.789482850584064,0.835079091543376,0.835079091543376,0.789482850584064,0.805835850444764,0.818438847601335,0.789482850584064,0.835079091543376,0.818438847601335
"6",0.835079091543376,0.835079091543376,0.835079091543376,0.835079091543376,0.789482850584064,0.820314901378161,0.835079091543376,0.820314901378161,0.835079091543376,0.835079091543376
"7",0.835079091543376,0.835079091543376,0.835079091543376,0.835079091543376,0.805835850444764,0.835079091543376,0.835079091543376,0.835079091543376,0.820314901378161,0.835079091543376
"8",0.835079091543376,0.820314901378161,0.835079091543376,0.835079091543376,0.835079091543376,0.820314901378161,0.835079091543376,0.835079091543376,0.835079091543376,0.820314901378161
"9",0.835079091543376,0.820314901378161,0.805399506297491,0.835079091543376,0.820314901378161,0.820314901378161,0.835079091543376,0.835079091543376,0.835079091543376,0.805835850444764
"10",0.820314901378161,0.820314901378161,0.805399506297491,0.805399506297491,0.820314901378161,0.805399506297491,0.835079091543376,0.790771983337109,0.820314901378161,0.790771983337109
"11",0.820314901378161,0.805835850444764,0.805399506297491,0.805399506297491,0.805835850444764,0.805399506297491,0.803816784055339,0.790771983337109,0.820314901378161,0.790771983337109
"12",0.820314901378161,0.775998701029478,0.805399506297491,0.775998701029478,0.775998701029478,0.790771983337109,0.803798679951748,0.774544857594562,0.820314901378161,0.775998701029478
"13",0.805835850444764,0.745569277966107,0.805399506297491,0.76152046325937,0.76152046325937,0.76152046325937,0.789026334929344,0.745569277966107,0.790771983337109,0.76152046325937
"14",0.791646385463495,0.745569277966107,0.790771983337109,0.746901878488001,0.820314901378161,0.746901878488001,0.774524031089446,0.731077845562451,0.790771983337109,0.746901878488001
"15",0.776436786696417,0.745569277966107,0.776436786696417,0.746901878488001,0.746901878488001,0.746901878488001,0.774524031089446,0.731077845562451,0.776436786696417,0.746901878488001
"16",0.791646385463495,0.731077845562451,0.760314332546501,0.746901878488001,0.776436786696417,0.746901878488001,0.7463039035014,0.731077845562451,0.776436786696417,0.746901878488001
